Confirmed,State,Special Id,Production,Species
15-Nov-24,California,CA 314,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 340,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 341,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 342,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 343,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 344,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 345,Dairy Milking Cows,Cattle
15-Nov-24,California,CA 372,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 302,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 303,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 304,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 305,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 306,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 307,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 308,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 309,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 310,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 311,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 312,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 313,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 315,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 316,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 317,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 318,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 319,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 320,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 321,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 322,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 323,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 324,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 325,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 326,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 327,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 328,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 329,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 330,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 331,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 332,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 333,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 334,Dairy Milking Cows,Cattle
14-Nov-24,California,CA 339,Dairy Milking Cows,Cattle
13-Nov-24,California,CA 177,Dairy Milking Cows,Cattle
13-Nov-24,California,CA 182,Dairy Milking Cows,Cattle
13-Nov-24,California,CA 205,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 264,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 269,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 270,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 271,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 272,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 273,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 274,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 275,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 276,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 277,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 278,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 279,Dairy Milking Cows,Cattle
12-Nov-24,California,CA 280,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 225,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 283,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 284,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 285,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 286,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 287,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 288,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 289,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 290,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 291,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 292,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 293,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 294,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 295,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 297,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 298,Dairy Milking Cows,Cattle
08-Nov-24,California,CA 299,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 210,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 245,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 246,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 247,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 248,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 249,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 250,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 251,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 252,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 253,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 255,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 256,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 257,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 258,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 259,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 260,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 261,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 262,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 263,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 265,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 266,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 267,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 268,Dairy Milking Cows,Cattle
06-Nov-24,California,CA 296,Dairy Milking Cows,Cattle
06-Nov-24,Utah,UT 011,Dairy Milking Cows,Cattle
06-Nov-24,Utah,UT 012,Dairy Milking Cows,Cattle
06-Nov-24,Utah,UT 013,Dairy Milking Goats,Cattle
06-Nov-24,Utah,UT 014,Dairy Milking Cows,Cattle
05-Nov-24,California,CA 282,Dairy Milking Cows,Cattle
05-Nov-24,California,CA 300,Dairy Milking Cows,Cattle
04-Nov-24,Utah,UT 010,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 180,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 212,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 236,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 237,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 238,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 239,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 241,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 242,Dairy Milking Cows,Cattle
01-Nov-24,California,CA 243,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 211,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 213,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 214,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 215,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 216,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 217,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 218,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 219,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 220,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 221,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 222,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 223,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 224,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 227,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 228,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 229,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 230,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 231,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 232,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 233,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 234,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 235,Dairy Milking Cows,Cattle
31-Oct-24,California,CA 244,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 002,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 003,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 004,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 005,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 006,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 007,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 008,Dairy Milking Cows,Cattle
31-Oct-24,Utah,UT 009,Dairy Milking Cows,Cattle
30-Oct-24,Oregon,OR 001,Backyard Producer,Swine
29-Oct-24,California,CA 198,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 199,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 200,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 201,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 202,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 203,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 206,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 207,Dairy Milking Cows,Cattle
29-Oct-24,California,CA 209,Dairy Milking Cows,Cattle
28-Oct-24,California,CA 092,Dairy Milking Cows,Cattle
28-Oct-24,California,CA 096,Dairy Milking Cows,Cattle
28-Oct-24,California,CA 106,Dairy Milking Cows,Cattle
28-Oct-24,California,CA 195,Dairy Milking Cows,Cattle
28-Oct-24,California,CA 196,Dairy Milking Cows,Cattle
28-Oct-24,California,CA 197,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 140,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 141,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 142,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 144,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 145,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 146,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 162,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 163,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 164,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 165,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 166,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 167,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 169,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 170,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 171,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 172,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 173,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 174,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 175,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 176,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 190,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 191,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 192,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 193,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 194,Dairy Milking Cows,Cattle
25-Oct-24,California,CA 204,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 143,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 148,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 149,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 150,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 151,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 153,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 154,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 155,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 156,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 157,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 158,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 159,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 168,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 178,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 179,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 181,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 183,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 184,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 185,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 186,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 187,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 188,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 189,Dairy Milking Cows,Cattle
24-Oct-24,California,CA 208,Dairy Milking Cows,Cattle
22-Oct-24,California,CA 152,Dairy Milking Cows,Cattle
22-Oct-24,California,CA 160,Dairy Milking Cows,Cattle
22-Oct-24,California,CA 161,Dairy Milking Cows,Cattle
22-Oct-24,Idaho,ID 038,Dairy Milking Cows,Cattle
21-Oct-24,California,CA 139,Dairy Milking Cows,Cattle
21-Oct-24,Idaho,ID 037,Dairy Milking Cows,Cattle
17-Oct-24,California,CA 137,Dairy Milking Cows,Cattle
17-Oct-24,California,CA 138,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 116,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 130,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 131,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 132,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 133,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 134,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 135,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 136,Dairy Milking Cows,Cattle
16-Oct-24,California,CA 147,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 110,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 111,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 112,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 113,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 114,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 115,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 118,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 119,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 120,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 121,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 122,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 123,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 124,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 125,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 126,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 127,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 128,Dairy Milking Cows,Cattle
15-Oct-24,California,CA 129,Dairy Milking Cows,Cattle
10-Oct-24,California,CA 104,Dairy Milking Cows,Cattle
10-Oct-24,California,CA 105,Dairy Milking Cows,Cattle
10-Oct-24,California,CA 107,Dairy Milking Cows,Cattle
10-Oct-24,California,CA 108,Dairy Milking Cows,Cattle
10-Oct-24,California,CA 109,Dairy Milking Cows,Cattle
09-Oct-24,California,CA 054,Dairy Milking Cows,Cattle
08-Oct-24,California,CA 099,Dairy Milking Cows,Cattle
08-Oct-24,California,CA 102,Dairy Milking Cows,Cattle
08-Oct-24,California,CA 103,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 084,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 085,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 086,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 087,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 088,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 089,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 090,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 091,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 093,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 094,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 095,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 097,Dairy Milking Cows,Cattle
07-Oct-24,California,CA 098,Dairy Milking Cows,Cattle
04-Oct-24,California,CA 059,Dairy Milking Cows,Cattle
04-Oct-24,California,CA 075,Dairy Milking Cows,Cattle
